Year;ECO;Games;WhiteWins;BlackWins;Draws
1921;B01;1;1;0;0
1921;C34;1;1;0;0
1921;C40;1;0;1;0
1921;C56;1;1;0;0
1921;C87;1;0;0;1
1922;C65;1;0;0;1
1922;D38;1;0;1;0
1922;D51;1;1;0;0
1922;D53;1;0;1;0
1922;E10;1;0;0;1
1924;C44;1;1;0;0
1924;D46;1;1;0;0
1924;D52;1;0;1;0
1924;D63;1;1;0;0
1929;A21;1;0;1;0
1929;C54;1;0;1;0
1929;D45;1;0;0;1
1929;E10;1;0;1;0
1931;B01;1;1;0;0
1931;B12;1;1;0;0
1931;B27;1;1;0;0
1931;B34;1;1;0;0
1931;C12;1;0;1;0
1931;C33;2;2;0;0
1931;D02;1;0;1;0
1931;D36;1;0;1;0
1931;E20;1;0;1;0
1931;E60;1;0;1;0
1932;B01;1;1;0;0
1932;B06;1;1;0;0
1932;B12;1;1;0;0
1932;B13;1;0;1;0
1932;B24;1;1;0;0
1932;C00;1;0;1;0
1932;C11;1;0;1;0
1932;C22;1;0;1;0
1932;C25;2;2;0;0
1932;C29;1;1;0;0
1932;D00;1;0;1;0
1932;D02;2;0;2;0
1932;D05;2;1;0;1
1932;D08;1;0;1;0
1932;D12;1;1;0;0
1932;D15;1;1;0;0
1932;D30;1;0;0;1
1932;D35;1;1;0;0
1932;D79;1;0;1;0
1932;E16;1;1;0;0
1933;A00;7;2;3;2
1933;A40;1;1;0;0
1933;A46;1;1;0;0
1933;B02;1;1;0;0
1933;B13;1;1;0;0
1933;C01;1;1;0;0
1933;C10;1;1;0;0
1933;C13;1;0;1;0
1933;C32;1;1;0;0
1933;C33;1;0;1;0
1933;C86;1;0;1;0
1933;C87;1;0;0;1
1933;D05;1;1;0;0
1933;D30;1;1;0;0
1933;D46;1;0;0;1
1933;D52;1;1;0;0
1933;D53;1;0;1;0
1933;D90;1;0;0;1
1933;D94;1;0;1;0
1933;D95;2;2;0;0
1933;E16;3;1;1;1
1933;E17;1;0;1;0
1933;E23;2;1;0;1
1933;E38;1;0;0;1
1933;E90;1;0;1;0
1934;A09;1;0;1;0
1934;A25;1;1;0;0
1934;A49;1;0;0;1
1934;A52;2;2;0;0
1934;A95;1;0;0;1
1934;B18;1;1;0;0
1934;C12;1;0;1;0
1934;C13;1;0;1;0
1934;C14;1;1;0;0
1934;C33;1;0;0;1
1934;C42;1;0;0;1
1934;C54;2;1;0;1
1934;C77;1;1;0;0
1934;C86;2;0;0;2
1934;D02;1;0;1;0
1934;D05;1;0;1;0
1934;D18;1;1;0;0
1934;D36;1;1;0;0
1934;D37;1;1;0;0
1934;D41;1;1;0;0
1934;D47;1;0;1;0
1934;D48;1;0;0;1
1934;D67;1;0;1;0
1934;D95;1;1;0;0
1934;E16;2;2;0;0
1934;E21;1;0;1;0
1934;E38;1;0;1;0
1934;E39;1;0;1;0
1934;E61;1;1;0;0
1935;A00;12;2;5;5
1935;A28;2;2;0;0
1935;A29;3;2;0;1
1935;A30;1;0;1;0
1935;A44;1;1;0;0
1935;A45;1;0;1;0
1935;A47;3;0;1;2
1935;A49;1;0;1;0
1935;A51;1;0;1;0
1935;A54;1;0;0;1
1935;A81;1;0;0;1
1935;A85;1;0;1;0
1935;A86;1;0;1;0
1935;B00;1;0;1;0
1935;B01;4;2;1;1
1935;B02;1;0;1;0
1935;B03;1;1;0;0
1935;B12;1;1;0;0
1935;B14;1;1;0;0
1935;B15;1;0;1;0
1935;B20;2;1;1;0
1935;B25;1;1;0;0
1935;B26;1;1;0;0
1935;B28;1;1;0;0
1935;B29;3;2;0;1
1935;B38;1;0;1;0
1935;B40;1;0;0;1
1935;B70;2;1;1;0
1935;B72;1;0;1;0
1935;B74;2;1;0;1
1935;C01;1;0;0;1
1935;C02;6;4;1;1
1935;C11;1;0;1;0
1935;C12;1;1;0;0
1935;C14;1;0;1;0
1935;C16;1;1;0;0
1935;C28;1;1;0;0
1935;C30;1;0;0;1
1935;C48;1;0;1;0
1935;C50;2;1;1;0
1935;C53;1;0;0;1
1935;C54;2;1;1;0
1935;C56;1;1;0;0
1935;C73;1;1;0;0
1935;C74;1;1;0;0
1935;C78;1;1;0;0
1935;C79;2;2;0;0
1935;C86;1;0;1;0
1935;C87;1;1;0;0
1935;C90;1;0;1;0
1935;C96;1;1;0;0
1935;C97;1;0;0;1
1935;D00;1;0;1;0
1935;D02;1;1;0;0
1935;D05;1;1;0;0
1935;D06;2;1;1;0
1935;D07;1;0;1;0
1935;D08;1;0;1;0
1935;D09;1;1;0;0
1935;D14;1;0;0;1
1935;D17;1;0;0;1
1935;D19;2;1;1;0
1935;D26;1;0;1;0
1935;D30;1;1;0;0
1935;D31;1;1;0;0
1935;D32;2;0;1;1
1935;D33;1;1;0;0
1935;D35;1;1;0;0
1935;D36;3;0;3;0
1935;D37;1;1;0;0
1935;D38;1;0;1;0
1935;D40;2;0;1;1
1935;D41;2;1;1;0
1935;D45;2;1;0;1
1935;D46;3;2;0;1
1935;D47;1;0;1;0
1935;D48;1;0;1;0
1935;D50;1;1;0;0
1935;D51;1;0;0;1
1935;D52;7;2;4;1
1935;D53;1;1;0;0
1935;D55;1;1;0;0
1935;D61;3;3;0;0
1935;D62;2;1;0;1
1935;D64;1;1;0;0
1935;D66;2;1;1;0
1935;D70;1;0;1;0
1935;D90;1;0;0;1
1935;D95;1;1;0;0
1935;E18;1;0;1;0
1935;E19;2;1;1;0
1935;E21;1;0;0;1
1935;E22;1;0;1;0
1935;E24;1;0;0;1
1935;E27;1;0;0;1
1935;E30;1;0;1;0
1935;E32;1;1;0;0
1935;E33;3;0;2;1
1935;E43;1;0;0;1
1935;E51;1;0;1;0
1935;E61;2;1;0;1
1935;E81;1;1;0;0
1936;A00;22;7;7;8
1936;A09;1;0;1;0
1936;A10;1;1;0;0
1936;A12;1;1;0;0
1936;A14;3;2;0;1
1936;A16;1;1;0;0
1936;A18;1;0;0;1
1936;A22;3;1;2;0
1936;A25;1;0;1;0
1936;A26;1;0;0;1
1936;A28;3;1;2;0
1936;A29;1;0;1;0
1936;A30;2;0;0;2
1936;A31;1;1;0;0
1936;A40;5;0;2;3
1936;A47;4;0;3;1
1936;A80;1;0;1;0
1936;A84;1;1;0;0
1936;A95;1;0;0;1
1936;A98;1;0;0;1
1936;B01;1;1;0;0
1936;B02;1;0;0;1
1936;B04;1;0;0;1
1936;B05;2;1;0;1
1936;B07;1;0;1;0
1936;B15;2;1;0;1
1936;B19;1;1;0;0
1936;B20;1;0;1;0
1936;B24;2;0;2;0
1936;B60;1;1;0;0
1936;B63;1;0;0;1
1936;B66;1;1;0;0
1936;B70;1;1;0;0
1936;B72;1;1;0;0
1936;B84;1;0;0;1
1936;B92;1;1;0;0
1936;C00;1;0;0;1
1936;C01;2;1;0;1
1936;C02;6;4;2;0
1936;C07;1;0;1;0
1936;C08;1;0;1;0
1936;C10;2;2;0;0
1936;C12;2;0;1;1
1936;C28;1;0;0;1
1936;C32;1;0;0;1
1936;C45;1;0;1;0
1936;C50;1;0;0;1
1936;C55;1;0;0;1
1936;C58;1;0;1;0
1936;C66;1;0;1;0
1936;C73;1;0;0;1
1936;C79;4;1;2;1
1936;C84;2;0;2;0
1936;C90;2;0;0;2
1936;C98;1;1;0;0
1936;D00;1;1;0;0
1936;D01;1;0;1;0
1936;D02;1;1;0;0
1936;D04;1;1;0;0
1936;D05;3;1;2;0
1936;D13;1;0;0;1
1936;D19;1;0;0;1
1936;D20;1;1;0;0
1936;D22;2;0;1;1
1936;D23;2;0;1;1
1936;D27;1;0;1;0
1936;D28;4;1;1;2
1936;D30;2;1;0;1
1936;D31;2;0;1;1
1936;D34;1;1;0;0
1936;D35;1;0;0;1
1936;D36;1;1;0;0
1936;D37;2;0;2;0
1936;D41;1;1;0;0
1936;D42;1;1;0;0
1936;D46;2;1;1;0
1936;D53;1;1;0;0
1936;D55;1;1;0;0
1936;D61;2;0;0;2
1936;D63;2;1;0;1
1936;D64;1;0;0;1
1936;D94;2;1;0;1
1936;D95;3;3;0;0
1936;D96;1;0;1;0
1936;E03;1;1;0;0
1936;E12;2;0;2;0
1936;E16;3;1;1;1
1936;E17;2;0;0;2
1936;E19;1;0;0;1
1936;E22;3;0;2;1
1936;E24;1;0;0;1
1936;E32;1;1;0;0
1936;E33;4;1;2;1
1936;E38;2;2;0;0
1936;E39;1;0;0;1
1936;E43;1;0;1;0
1936;E47;1;1;0;0
1936;E49;2;0;2;0
1936;E67;3;1;2;0
1936;E72;1;0;0;1
1936;E87;1;0;0;1
1936;E90;1;1;0;0
1936;E94;2;0;1;1
1937;A00;33;10;5;18
1937;A09;2;0;0;2
1937;A25;1;0;1;0
1937;A28;4;1;0;3
1937;A29;3;0;2;1
1937;A30;1;0;0;1
1937;A34;2;2;0;0
1937;A40;4;1;2;1
1937;A44;1;0;0;1
1937;A46;6;5;1;0
1937;A47;1;1;0;0
1937;A49;1;0;1;0
1937;A52;1;1;0;0
1937;A53;1;0;1;0
1937;A57;2;1;1;0
1937;A81;3;1;1;1
1937;A85;1;0;0;1
1937;A90;4;2;0;2
1937;A98;1;0;1;0
1937;B02;1;0;1;0
1937;B03;1;1;0;0
1937;B05;3;2;1;0
1937;B10;1;1;0;0
1937;B13;1;1;0;0
1937;B19;1;1;0;0
1937;B20;1;1;0;0
1937;B24;1;0;0;1
1937;B38;1;0;0;1
1937;B50;4;4;0;0
1937;B55;2;0;1;1
1937;B66;1;1;0;0
1937;B70;1;0;0;1
1937;B72;2;1;1;0
1937;B74;2;0;1;1
1937;B83;1;0;1;0
1937;B84;1;1;0;0
1937;C00;2;1;0;1
1937;C01;2;0;0;2
1937;C02;1;1;0;0
1937;C06;1;0;0;1
1937;C08;1;0;0;1
1937;C09;1;0;0;1
1937;C12;1;1;0;0
1937;C14;3;1;1;1
1937;C22;1;0;1;0
1937;C27;1;0;0;1
1937;C31;1;0;0;1
1937;C49;1;0;0;1
1937;C50;1;0;1;0
1937;C55;1;1;0;0
1937;C58;1;0;1;0
1937;C66;2;1;0;1
1937;C71;2;2;0;0
1937;C73;1;0;0;1
1937;C77;3;0;1;2
1937;C79;2;0;0;2
1937;C83;2;0;1;1
1937;C84;2;0;1;1
1937;C86;1;0;1;0
1937;C87;1;1;0;0
1937;C90;3;3;0;0
1937;C97;3;1;1;1
1937;C98;2;0;0;2
1937;D01;1;0;1;0
1937;D02;1;0;1;0
1937;D03;1;0;0;1
1937;D05;2;1;0;1
1937;D06;1;1;0;0
1937;D09;1;1;0;0
1937;D12;3;2;0;1
1937;D13;1;0;0;1
1937;D15;1;0;1;0
1937;D16;1;1;0;0
1937;D17;1;0;1;0
1937;D18;1;0;0;1
1937;D19;3;1;0;2
1937;D22;1;0;0;1
1937;D24;1;0;0;1
1937;D26;1;1;0;0
1937;D27;4;1;1;2
1937;D28;2;0;2;0
1937;D29;3;1;1;1
1937;D33;1;1;0;0
1937;D35;1;0;1;0
1937;D36;3;0;0;3
1937;D37;1;1;0;0
1937;D38;2;1;0;1
1937;D40;1;0;0;1
1937;D41;4;1;0;3
1937;D43;1;0;0;1
1937;D49;1;1;0;0
1937;D50;1;1;0;0
1937;D51;1;1;0;0
1937;D53;1;1;0;0
1937;D60;1;0;1;0
1937;D68;1;0;0;1
1937;D70;1;0;0;1
1937;D73;2;0;2;0
1937;D74;2;1;0;1
1937;D75;3;2;0;1
1937;D78;1;1;0;0
1937;D81;1;1;0;0
1937;D85;1;0;1;0
1937;D93;1;0;0;1
1937;D95;1;1;0;0
1937;D96;1;1;0;0
1937;E01;1;1;0;0
1937;E03;1;0;0;1
1937;E06;2;2;0;0
1937;E07;3;3;0;0
1937;E10;1;0;0;1
1937;E11;4;1;3;0
1937;E14;3;2;1;0
1937;E16;2;1;1;0
1937;E18;1;0;0;1
1937;E19;5;3;1;1
1937;E21;1;1;0;0
1937;E29;1;1;0;0
1937;E33;1;1;0;0
1937;E34;1;1;0;0
1937;E37;1;0;0;1
1937;E38;2;1;0;1
1937;E48;1;0;0;1
1937;E58;1;0;1;0
1937;E60;1;0;1;0
1937;E67;1;1;0;0
1937;E68;1;1;0;0
1937;E72;1;1;0;0
1937;E81;1;1;0;0
1937;E90;1;0;1;0
1938;A09;2;1;1;0
1938;A12;1;0;0;1
1938;A22;1;0;1;0
1938;A25;1;1;0;0
1938;A29;4;1;2;1
1938;A32;1;0;0;1
1938;A50;1;1;0;0
1938;A84;1;0;0;1
1938;A92;1;1;0;0
1938;A99;1;1;0;0
1938;B13;1;0;0;1
1938;B14;1;0;0;1
1938;B15;2;0;0;2
1938;B38;1;1;0;0
1938;B55;1;1;0;0
1938;B70;1;0;0;1
1938;B84;1;0;1;0
1938;B85;1;0;1;0
1938;C01;1;0;1;0
1938;C06;1;1;0;0
1938;C07;1;0;0;1
1938;C09;1;1;0;0
1938;C10;1;0;0;1
1938;C11;1;0;1;0
1938;C13;1;1;0;0
1938;C31;1;1;0;0
1938;C54;1;0;0;1
1938;C56;1;0;0;1
1938;C66;1;1;0;0
1938;C68;2;0;1;1
1938;C79;2;1;1;0
1938;C83;1;0;0;1
1938;C86;2;1;1;0
1938;C90;1;0;0;1
1938;C97;1;0;1;0
1938;C99;1;0;0;1
1938;D00;1;0;1;0
1938;D02;3;0;2;1
1938;D04;1;0;0;1
1938;D11;1;1;0;0
1938;D13;1;0;0;1
1938;D15;1;1;0;0
1938;D16;1;1;0;0
1938;D18;1;1;0;0
1938;D19;1;0;0;1
1938;D23;1;1;0;0
1938;D25;1;1;0;0
1938;D30;1;0;1;0
1938;D34;1;0;0;1
1938;D36;1;1;0;0
1938;D37;2;0;1;1
1938;D40;2;1;1;0
1938;D41;2;0;1;1
1938;D44;1;0;0;1
1938;D45;2;1;1;0
1938;D46;1;0;0;1
1938;D52;1;0;0;1
1938;D54;1;0;0;1
1938;D55;1;1;0;0
1938;D61;1;0;0;1
1938;D66;1;0;1;0
1938;D70;1;0;1;0
1938;D74;1;0;1;0
1938;D83;2;1;0;1
1938;D91;1;0;1;0
1938;D93;1;0;0;1
1938;D95;3;1;0;2
1938;D96;1;0;1;0
1938;E00;1;0;0;1
1938;E01;1;1;0;0
1938;E02;1;0;1;0
1938;E03;1;0;1;0
1938;E06;3;0;0;3
1938;E07;1;0;0;1
1938;E09;1;0;0;1
1938;E11;2;1;1;0
1938;E12;1;0;0;1
1938;E15;1;0;1;0
1938;E17;1;0;0;1
1938;E20;1;0;0;1
1938;E22;3;0;1;2
1938;E29;1;0;0;1
1938;E34;1;0;0;1
1938;E37;1;0;0;1
1938;E39;1;0;1;0
1938;E42;1;0;0;1
1938;E43;1;0;0;1
1938;E46;2;0;0;2
1938;E47;1;0;0;1
1938;E58;1;0;0;1
1938;E61;1;0;0;1
1938;E68;1;0;0;1
1939;A00;1;1;0;0
1939;A03;1;0;1;0
1939;A05;1;1;0;0
1939;A09;2;1;1;0
1939;A12;1;1;0;0
1939;A28;1;0;1;0
1939;A29;3;1;2;0
1939;A30;1;1;0;0
1939;A45;1;0;1;0
1939;A46;1;1;0;0
1939;A47;2;0;1;1
1939;A48;1;0;1;0
1939;A49;1;0;1;0
1939;A51;1;1;0;0
1939;A56;1;0;0;1
1939;A84;2;1;0;1
1939;A88;1;1;0;0
1939;B00;1;0;0;1
1939;B06;1;0;0;1
1939;B11;1;0;0;1
1939;B13;1;1;0;0
1939;B15;1;1;0;0
1939;B20;1;0;1;0
1939;B24;1;0;1;0
1939;B37;1;0;0;1
1939;B40;1;1;0;0
1939;B53;1;1;0;0
1939;B61;1;1;0;0
1939;B72;3;0;2;1
1939;B73;1;1;0;0
1939;B74;3;1;0;2
1939;B77;1;0;0;1
1939;B80;1;0;1;0
1939;B83;1;1;0;0
1939;B85;1;1;0;0
1939;B95;1;0;1;0
1939;C01;1;1;0;0
1939;C06;3;3;0;0
1939;C07;3;1;0;2
1939;C09;1;1;0;0
1939;C10;2;2;0;0
1939;C14;2;1;1;0
1939;C16;1;0;1;0
1939;C17;1;1;0;0
1939;C18;1;1;0;0
1939;C27;1;0;0;1
1939;C32;1;0;1;0
1939;C42;1;1;0;0
1939;C43;1;0;0;1
1939;C49;2;0;2;0
1939;C53;1;1;0;0
1939;C56;1;1;0;0
1939;C58;1;0;1;0
1939;C59;1;0;1;0
1939;C66;1;0;1;0
1939;C71;1;0;0;1
1939;C76;1;0;0;1
1939;C77;1;1;0;0
1939;C83;5;2;0;3
1939;C84;3;0;1;2
1939;C87;2;1;1;0
1939;C90;9;3;3;3
1939;C91;4;1;2;1
1939;C98;2;1;0;1
1939;D02;1;1;0;0
1939;D03;1;0;1;0
1939;D04;2;0;2;0
1939;D05;2;0;2;0
1939;D10;2;2;0;0
1939;D13;2;1;0;1
1939;D16;1;0;0;1
1939;D17;1;0;0;1
1939;D19;3;2;0;1
1939;D24;1;1;0;0
1939;D28;1;0;1;0
1939;D30;1;0;1;0
1939;D34;1;0;0;1
1939;D35;1;1;0;0
1939;D36;6;2;1;3
1939;D37;1;0;1;0
1939;D40;2;2;0;0
1939;D41;1;0;0;1
1939;D45;1;1;0;0
1939;D49;1;1;0;0
1939;D52;3;0;2;1
1939;D53;3;2;0;1
1939;D55;2;1;0;1
1939;D56;2;2;0;0
1939;D57;1;1;0;0
1939;D61;4;4;0;0
1939;D72;2;1;1;0
1939;D73;1;0;1;0
1939;D74;2;0;2;0
1939;D75;1;0;1;0
1939;D78;1;1;0;0
1939;D80;1;0;1;0
1939;D81;2;0;1;1
1939;D84;2;0;0;2
1939;D91;2;1;0;1
1939;D93;1;0;0;1
1939;D94;5;2;1;2
1939;D95;3;0;1;2
1939;D96;4;1;1;2
1939;D97;4;2;1;1
1939;E01;1;0;1;0
1939;E02;1;1;0;0
1939;E08;1;0;0;1
1939;E14;3;1;1;1
1939;E15;1;1;0;0
1939;E17;2;0;2;0
1939;E19;3;0;1;2
1939;E22;1;0;1;0
1939;E32;3;0;3;0
1939;E33;5;2;2;1
1939;E34;3;1;0;2
1939;E35;3;3;0;0
1939;E36;1;0;1;0
1939;E38;1;0;1;0
1939;E39;1;0;1;0
1939;E40;1;1;0;0
1939;E43;1;0;0;1
1939;E44;2;1;0;1
1939;E47;1;0;1;0
1939;E51;1;1;0;0
1939;E54;1;1;0;0
1939;E56;3;0;0;3
1939;E67;2;1;1;0
1939;E68;2;0;0;2
1939;E69;1;0;1;0
1939;E72;1;0;0;1
1939;E85;1;1;0;0
1939;E87;1;1;0;0
1939;E94;1;0;1;0
1940;A06;1;0;0;1
1940;A28;1;0;1;0
1940;A29;2;0;1;1
1940;A53;1;0;0;1
1940;B11;1;0;0;1
1940;B17;1;0;1;0
1940;B51;1;1;0;0
1940;B73;1;1;0;0
1940;B76;1;0;1;0
1940;C06;1;0;0;1
1940;C09;1;0;0;1
1940;C10;1;1;0;0
1940;C12;1;0;0;1
1940;C14;1;0;0;1
1940;C15;2;0;0;2
1940;C19;2;0;0;2
1940;C29;1;0;1;0
1940;C32;1;1;0;0
1940;C33;1;1;0;0
1940;C34;2;2;0;0
1940;C50;1;0;1;0
1940;C56;1;0;1;0
1940;C59;1;0;0;1
1940;C68;1;0;0;1
1940;C76;1;0;0;1
1940;C77;1;1;0;0
1940;C79;1;1;0;0
1940;C84;2;1;1;0
1940;C86;1;0;1;0
1940;C87;3;0;3;0
1940;C90;4;1;2;1
1940;C97;1;1;0;0
1940;C99;1;0;0;1
1940;D35;1;0;0;1
1940;D36;1;0;0;1
1940;D42;1;1;0;0
1940;D53;2;1;1;0
1940;D55;1;1;0;0
1940;D93;2;1;0;1
1940;D94;1;0;1;0
1940;E09;1;1;0;0
1940;E11;1;0;0;1
1940;E13;1;0;0;1
1940;E17;1;0;0;1
1940;E19;2;0;1;1
1940;E20;2;1;1;0
1940;E23;1;0;1;0
1940;E32;2;1;0;1
1940;E33;6;3;2;1
1940;E39;1;0;0;1
1940;E43;1;1;0;0
1940;E44;1;0;0;1
1940;E49;1;0;0;1
1940;E86;1;0;1;0
1940;E87;1;1;0;0
1941;A00;3;0;1;2
1941;A06;1;0;0;1
1941;A13;2;1;0;1
1941;A28;1;0;0;1
1941;A30;2;1;1;0
1941;A34;1;0;0;1
1941;B11;1;1;0;0
1941;B15;1;1;0;0
1941;B25;1;0;0;1
1941;B26;1;0;1;0
1941;B55;1;0;0;1
1941;B74;2;0;0;2
1941;C00;1;0;1;0
1941;C03;1;0;1;0
1941;C07;1;1;0;0
1941;C12;1;0;0;1
1941;C13;2;1;0;1
1941;C19;4;1;1;2
1941;C32;1;1;0;0
1941;C41;2;0;2;0
1941;C42;1;0;0;1
1941;C43;1;1;0;0
1941;C46;1;0;0;1
1941;C50;1;0;0;1
1941;C58;2;2;0;0
1941;C66;1;0;0;1
1941;C73;1;0;0;1
1941;C79;1;0;0;1
1941;C83;3;0;0;3
1941;C84;1;0;1;0
1941;C86;1;1;0;0
1941;C87;1;0;1;0
1941;C90;1;0;1;0
1941;C92;1;0;0;1
1941;C97;1;0;0;1
1941;C98;1;0;0;1
1941;C99;3;2;0;1
1941;D05;1;1;0;0
1941;D12;2;0;0;2
1941;D15;1;0;0;1
1941;D18;1;1;0;0
1941;D27;2;0;0;2
1941;D28;1;0;0;1
1941;D29;1;1;0;0
1941;D36;2;1;0;1
1941;D37;1;1;0;0
1941;D40;1;0;0;1
1941;D46;3;3;0;0
1941;D52;1;0;0;1
1941;D61;1;0;0;1
1941;D62;2;0;0;2
1941;D66;1;1;0;0
1941;D75;1;0;1;0
1941;D93;1;0;0;1
1941;D94;1;0;1;0
1941;D95;2;0;1;1
1941;D96;2;1;0;1
1941;E02;1;1;0;0
1941;E12;1;1;0;0
1941;E14;1;1;0;0
1941;E19;4;1;0;3
1941;E25;1;0;0;1
1941;E32;3;1;0;2
1941;E34;1;1;0;0
1941;E35;1;0;1;0
1941;E38;1;0;0;1
1941;E39;1;0;0;1
1941;E49;1;0;0;1
1941;E51;1;1;0;0
1941;E58;1;0;0;1
1941;E67;2;1;1;0
1941;E70;1;0;0;1
1941;E72;2;1;1;0
1942;A02;1;1;0;0
1942;A04;1;0;0;1
1942;A05;1;0;0;1
1942;A17;1;0;1;0
1942;A27;1;0;1;0
1942;A28;1;0;1;0
1942;A34;1;0;0;1
1942;A41;1;0;1;0
1942;A44;1;1;0;0
1942;A50;1;1;0;0
1942;A52;1;1;0;0
1942;A55;1;1;0;0
1942;A57;1;0;1;0
1942;A85;1;1;0;0
1942;A98;1;0;0;1
1942;B01;2;2;0;0
1942;B03;1;0;1;0
1942;B04;1;0;1;0
1942;B11;1;0;0;1
1942;B15;1;1;0;0
1942;B24;1;1;0;0
1942;B40;1;0;0;1
1942;B44;1;0;1;0
1942;B45;2;0;1;1
1942;B55;1;1;0;0
1942;B66;1;1;0;0
1942;B73;1;0;1;0
1942;B74;1;1;0;0
1942;B82;1;1;0;0
1942;C01;1;1;0;0
1942;C02;2;0;2;0
1942;C07;1;0;0;1
1942;C10;1;1;0;0
1942;C11;1;0;1;0
1942;C12;1;1;0;0
1942;C14;2;0;2;0
1942;C17;1;1;0;0
1942;C19;1;1;0;0
1942;C27;2;0;2;0
1942;C29;1;1;0;0
1942;C34;2;0;1;1
1942;C36;1;0;0;1
1942;C37;1;1;0;0
1942;C41;1;1;0;0
1942;C45;1;0;1;0
1942;C47;1;0;0;1
1942;C49;1;0;1;0
1942;C50;2;1;0;1
1942;C53;2;1;1;0
1942;C55;1;0;1;0
1942;C62;1;0;1;0
1942;C67;1;0;0;1
1942;C71;1;1;0;0
1942;C75;1;1;0;0
1942;C79;2;0;1;1
1942;C86;4;1;2;1
1942;C87;2;1;0;1
1942;C88;1;1;0;0
1942;C90;4;2;2;0
1942;C92;1;0;1;0
1942;C97;1;0;0;1
1942;C99;1;0;1;0
1942;D04;1;0;1;0
1942;D05;4;2;2;0
1942;D12;1;1;0;0
1942;D15;3;2;1;0
1942;D26;1;1;0;0
1942;D30;1;1;0;0
1942;D34;1;1;0;0
1942;D35;1;1;0;0
1942;D36;1;0;0;1
1942;D39;1;1;0;0
1942;D43;1;1;0;0
1942;D45;1;0;0;1
1942;D46;1;1;0;0
1942;D49;1;1;0;0
1942;D55;1;1;0;0
1942;D59;1;0;1;0
1942;D61;1;1;0;0
1942;D63;1;1;0;0
1942;D66;2;0;0;2
1942;D70;1;0;0;1
1942;D74;1;0;0;1
1942;D76;1;1;0;0
1942;D81;1;1;0;0
1942;D83;1;1;0;0
1942;D93;3;1;1;1
1942;D95;1;0;1;0
1942;E02;3;1;1;1
1942;E05;1;0;0;1
1942;E07;1;1;0;0
1942;E08;1;1;0;0
1942;E11;1;1;0;0
1942;E14;2;0;1;1
1942;E17;3;1;1;1
1942;E18;1;0;1;0
1942;E19;3;2;0;1
1942;E29;2;1;0;1
1942;E32;1;0;1;0
1942;E33;4;3;0;1
1942;E34;2;2;0;0
1942;E49;2;2;0;0
1942;E52;1;0;0;1
1942;E61;1;0;1;0
1942;E65;1;1;0;0
1942;E67;4;1;2;1
1942;E85;1;0;1;0
1943;A03;1;0;0;1
1943;A29;1;1;0;0
1943;A32;1;0;1;0
1943;A34;1;0;1;0
1943;A45;1;0;0;1
1943;A47;3;0;2;1
1943;A51;1;0;1;0
1943;A53;1;1;0;0
1943;A56;1;0;0;1
1943;A57;1;0;0;1
1943;A85;1;0;0;1
1943;A90;1;1;0;0
1943;B01;1;1;0;0
1943;B03;2;1;0;1
1943;B05;3;0;1;2
1943;B08;1;1;0;0
1943;B12;1;1;0;0
1943;B14;1;1;0;0
1943;B17;1;1;0;0
1943;B18;1;1;0;0
1943;B20;5;4;1;0
1943;B23;2;2;0;0
1943;B55;1;0;0;1
1943;B76;2;1;0;1
1943;B81;1;1;0;0
1943;B84;1;0;1;0
1943;C02;2;1;1;0
1943;C07;1;1;0;0
1943;C10;2;2;0;0
1943;C11;1;0;0;1
1943;C15;1;0;1;0
1943;C19;1;0;0;1
1943;C20;1;0;1;0
1943;C21;1;1;0;0
1943;C29;1;1;0;0
1943;C30;1;0;1;0
1943;C34;1;1;0;0
1943;C40;1;1;0;0
1943;C43;2;0;0;2
1943;C46;1;1;0;0
1943;C48;1;1;0;0
1943;C49;1;0;0;1
1943;C50;3;2;0;1
1943;C52;1;0;0;1
1943;C55;1;0;1;0
1943;C56;2;1;0;1
1943;C75;1;0;0;1
1943;C77;3;1;1;1
1943;C78;2;2;0;0
1943;C79;1;0;0;1
1943;C84;2;1;1;0
1943;C86;5;3;0;2
1943;C87;2;1;0;1
1943;C88;2;0;2;0
1943;C92;1;0;0;1
1943;C97;1;1;0;0
1943;D00;1;0;1;0
1943;D02;1;0;1;0
1943;D05;3;2;0;1
1943;D08;1;0;1;0
1943;D09;1;0;1;0
1943;D13;1;0;0;1
1943;D18;1;1;0;0
1943;D27;1;0;0;1
1943;D30;1;0;0;1
1943;D34;1;1;0;0
1943;D36;1;0;0;1
1943;D37;1;1;0;0
1943;D45;1;0;1;0
1943;D49;2;0;1;1
1943;D52;1;1;0;0
1943;D58;1;0;0;1
1943;D60;1;1;0;0
1943;D61;1;1;0;0
1943;D64;1;0;0;1
1943;D74;1;0;1;0
1943;D81;1;1;0;0
1943;D92;1;0;1;0
1943;D94;1;0;0;1
1943;D97;1;0;0;1
1943;E02;1;1;0;0
1943;E17;1;0;1;0
1943;E19;4;0;2;2
1943;E32;2;1;1;0
1943;E33;1;1;0;0
1943;E35;1;1;0;0
1943;E39;1;0;1;0
1943;E43;1;0;1;0
1943;E44;1;0;1;0
1943;E50;1;0;0;1
1943;E51;1;0;0;1
1943;E61;1;0;0;1
1943;E69;1;1;0;0
1943;E72;1;0;0;1
1944;A05;1;0;0;1
1944;A06;1;0;1;0
1944;A07;1;0;1;0
1944;A10;1;1;0;0
1944;A13;1;0;1;0
1944;A17;1;0;0;1
1944;A20;2;2;0;0
