Year;ECO;Games;WhiteWins;BlackWins;Draws
1977;E26;1;0;0;1
1977;E28;3;0;1;2
1977;E30;6;3;0;3
1977;E31;10;3;2;5
1977;E32;6;2;0;4
1977;E34;1;0;0;1
1977;E38;2;1;0;1
1977;E39;8;1;3;4
1977;E40;1;0;0;1
1977;E41;11;3;3;5
1977;E42;2;1;0;1
1977;E43;13;4;1;8
1977;E44;6;1;3;2
1977;E45;4;2;0;2
1977;E46;5;0;1;4
1977;E49;4;1;1;2
1977;E51;3;1;0;2
1977;E52;4;1;1;2
1977;E53;3;0;1;2
1977;E54;9;5;1;3
1977;E55;12;1;2;9
1977;E56;2;1;0;1
1977;E57;5;0;0;5
1977;E58;5;1;0;4
1977;E59;7;0;1;6
1977;E60;11;2;3;6
1977;E61;22;6;6;10
1977;E62;29;14;2;13
1977;E63;16;6;3;7
1977;E64;1;0;0;1
1977;E65;5;2;0;3
1977;E66;12;5;2;5
1977;E67;12;5;3;4
1977;E68;18;7;2;9
1977;E69;25;7;7;11
1977;E70;12;6;3;3
1977;E71;8;4;2;2
1977;E73;13;5;4;4
1977;E74;15;6;3;6
1977;E75;1;1;0;0
1977;E76;9;3;2;4
1977;E78;1;0;0;1
1977;E80;7;1;2;4
1977;E81;18;7;4;7
1977;E82;12;7;1;4
1977;E83;5;5;0;0
1977;E84;3;1;0;2
1977;E87;2;1;0;1
1977;E88;3;1;0;2
1977;E90;15;9;3;3
1977;E91;31;12;5;14
1977;E92;30;7;6;17
1977;E93;1;1;0;0
1977;E94;21;7;5;9
1977;E95;7;2;2;3
1977;E96;15;2;3;10
1977;E97;19;9;3;7
1977;E98;5;2;1;2
1977;E99;11;6;3;2
1978;A00;30;8;9;13
1978;A01;10;5;3;2
1978;A03;5;1;0;4
1978;A04;26;6;12;8
1978;A05;27;6;10;11
1978;A06;12;4;4;4
1978;A07;22;8;2;12
1978;A08;21;9;3;9
1978;A09;18;3;5;10
1978;A10;13;8;1;4
1978;A11;17;8;1;8
1978;A12;16;2;6;8
1978;A13;43;10;11;22
1978;A14;36;12;5;19
1978;A15;10;1;3;6
1978;A16;29;10;6;13
1978;A17;38;18;3;17
1978;A18;10;7;3;0
1978;A19;17;6;5;6
1978;A20;2;1;0;1
1978;A21;23;7;6;10
1978;A22;16;9;2;5
1978;A23;4;1;0;3
1978;A24;5;2;1;2
1978;A25;27;12;7;8
1978;A26;22;7;3;12
1978;A27;2;1;0;1
1978;A28;57;19;9;29
1978;A29;30;13;4;13
1978;A30;109;25;19;65
1978;A31;9;4;1;4
1978;A32;24;5;5;14
1978;A33;24;5;6;13
1978;A34;92;32;19;41
1978;A35;5;2;1;2
1978;A36;41;6;12;23
1978;A37;19;5;2;12
1978;A38;13;6;2;5
1978;A39;8;3;3;2
1978;A40;38;21;8;9
1978;A41;16;5;5;6
1978;A42;40;15;11;14
1978;A43;20;11;2;7
1978;A44;9;5;1;3
1978;A45;11;2;3;6
1978;A46;19;5;4;10
1978;A47;17;3;7;7
1978;A48;28;4;11;13
1978;A49;26;7;6;13
1978;A50;8;5;0;3
1978;A51;1;1;0;0
1978;A52;1;0;0;1
1978;A53;17;6;3;8
1978;A54;8;3;2;3
1978;A55;13;2;4;7
1978;A56;9;3;2;4
1978;A57;10;2;5;3
1978;A58;5;4;0;1
1978;A59;1;0;0;1
1978;A60;3;1;1;1
1978;A61;6;3;1;2
1978;A62;7;1;2;4
1978;A63;1;0;0;1
1978;A64;5;2;0;3
1978;A65;8;2;5;1
1978;A67;7;6;0;1
1978;A68;5;1;2;2
1978;A69;4;1;1;2
1978;A70;4;1;0;3
1978;A71;6;3;1;2
1978;A72;7;2;1;4
1978;A73;1;0;0;1
1978;A75;4;2;1;1
1978;A77;9;4;2;3
1978;A79;3;1;2;0
1978;A80;4;1;0;3
1978;A81;4;1;1;2
1978;A82;1;1;0;0
1978;A84;4;3;0;1
1978;A85;5;3;0;2
1978;A86;3;0;0;3
1978;A87;1;1;0;0
1978;A88;11;5;1;5
1978;A89;5;3;0;2
1978;A90;3;1;1;1
1978;A92;9;4;2;3
1978;A93;2;1;0;1
1978;A95;1;1;0;0
1978;A96;2;2;0;0
1978;A97;1;0;0;1
1978;A99;3;2;0;1
1978;B00;18;8;4;6
1978;B01;12;5;2;5
1978;B02;20;9;6;5
1978;B03;5;1;0;4
1978;B04;17;8;3;6
1978;B05;23;7;5;11
1978;B06;53;16;17;20
1978;B07;44;20;6;18
1978;B08;63;17;14;32
1978;B09;40;15;10;15
1978;B10;28;6;5;17
1978;B11;10;4;0;6
1978;B12;6;2;0;4
1978;B13;28;7;8;13
1978;B14;19;10;0;9
1978;B15;19;7;6;6
1978;B16;9;3;4;2
1978;B17;27;9;3;15
1978;B18;14;5;2;7
1978;B19;27;4;2;21
1978;B20;17;5;6;6
1978;B21;6;1;2;3
1978;B22;96;22;24;50
1978;B23;27;8;7;12
1978;B24;12;2;5;5
1978;B25;19;4;9;6
1978;B26;5;0;1;4
1978;B27;11;2;5;4
1978;B28;5;1;3;1
1978;B29;7;5;1;1
1978;B30;41;15;10;16
1978;B31;24;10;5;9
1978;B32;3;2;1;0
1978;B33;99;30;23;46
1978;B34;5;4;1;0
1978;B35;12;2;5;5
1978;B36;13;4;2;7
1978;B37;1;1;0;0
1978;B38;18;7;4;7
1978;B39;10;3;3;4
1978;B40;21;5;6;10
1978;B41;11;1;2;8
1978;B42;38;15;9;14
1978;B43;16;5;6;5
1978;B44;13;3;2;8
1978;B45;27;4;10;13
1978;B46;19;3;8;8
1978;B47;11;3;3;5
1978;B48;5;3;2;0
1978;B49;4;1;2;1
1978;B50;19;1;9;9
1978;B51;40;12;10;18
1978;B52;25;6;4;15
1978;B53;17;2;9;6
1978;B54;2;1;0;1
1978;B55;2;1;0;1
1978;B56;8;3;1;4
1978;B57;13;1;6;6
1978;B58;2;1;1;0
1978;B59;5;1;4;0
1978;B60;8;2;2;4
1978;B61;6;3;2;1
1978;B62;1;0;1;0
1978;B64;2;1;0;1
1978;B66;21;7;7;7
1978;B67;21;4;8;9
1978;B68;8;2;5;1
1978;B69;5;2;2;1
1978;B70;26;12;5;9
1978;B71;1;1;0;0
1978;B72;9;2;2;5
1978;B73;3;0;0;3
1978;B74;9;4;3;2
1978;B75;3;1;1;1
1978;B76;7;2;0;5
1978;B77;2;1;1;0
1978;B78;6;2;2;2
1978;B80;27;6;4;17
1978;B81;30;11;12;7
1978;B82;15;7;4;4
1978;B83;19;5;5;9
1978;B84;30;9;13;8
1978;B85;65;19;11;35
1978;B86;1;0;0;1
1978;B87;9;2;5;2
1978;B88;2;0;2;0
1978;B89;8;5;2;1
1978;B90;12;3;1;8
1978;B91;9;4;3;2
1978;B92;34;8;10;16
1978;B93;23;5;9;9
1978;B94;2;0;1;1
1978;B95;1;0;0;1
1978;B96;16;4;4;8
1978;B97;14;4;5;5
1978;B98;1;1;0;0
1978;B99;8;3;2;3
1978;C00;20;10;4;6
1978;C01;17;5;2;10
1978;C02;20;2;8;10
1978;C03;7;3;2;2
1978;C04;16;4;3;9
1978;C05;13;7;2;4
1978;C06;30;13;5;12
1978;C07;15;7;1;7
1978;C08;21;6;1;14
1978;C09;38;6;6;26
1978;C10;14;6;3;5
1978;C11;10;4;3;3
1978;C12;5;4;0;1
1978;C13;5;1;0;4
1978;C14;1;1;0;0
1978;C15;14;4;2;8
1978;C16;17;9;5;3
1978;C17;2;1;1;0
1978;C18;7;4;2;1
1978;C19;14;5;5;4
1978;C20;1;0;0;1
1978;C22;2;0;1;1
1978;C24;3;1;1;1
1978;C25;5;1;2;2
1978;C26;8;3;2;3
1978;C27;1;0;0;1
1978;C28;7;2;3;2
1978;C29;6;4;2;0
1978;C30;2;2;0;0
1978;C31;1;0;0;1
1978;C32;1;1;0;0
1978;C33;4;3;0;1
1978;C34;3;2;1;0
1978;C35;2;0;2;0
1978;C36;1;0;1;0
1978;C40;1;1;0;0
1978;C41;10;5;1;4
1978;C42;31;5;1;25
1978;C43;8;1;0;7
1978;C44;17;5;5;7
1978;C45;8;3;3;2
1978;C46;1;0;0;1
1978;C47;7;1;1;5
1978;C48;4;1;0;3
1978;C49;4;1;2;1
1978;C50;10;7;2;1
1978;C51;3;1;0;2
1978;C54;9;5;0;4
1978;C55;6;2;0;4
1978;C56;7;2;3;2
1978;C57;1;1;0;0
1978;C59;1;1;0;0
1978;C60;15;6;5;4
1978;C61;5;2;0;3
1978;C62;7;3;1;3
1978;C63;12;5;1;6
1978;C64;3;2;0;1
1978;C65;15;6;2;7
1978;C66;6;1;0;5
1978;C67;19;7;1;11
1978;C68;18;3;6;9
1978;C69;11;2;1;8
1978;C70;3;2;0;1
1978;C71;3;0;2;1
1978;C72;11;5;3;3
1978;C73;6;2;1;3
1978;C74;5;4;1;0
1978;C75;3;1;1;1
1978;C76;6;3;1;2
1978;C77;12;4;5;3
1978;C78;8;5;0;3
1978;C79;9;3;3;3
1978;C80;8;3;2;3
1978;C81;3;1;0;2
1978;C82;13;3;3;7
1978;C83;2;1;0;1
1978;C84;18;6;6;6
1978;C85;9;3;1;5
1978;C87;9;3;4;2
1978;C88;18;4;3;11
1978;C89;5;0;1;4
1978;C90;2;1;0;1
1978;C91;36;13;11;12
1978;C92;14;3;4;7
1978;C93;6;1;2;3
1978;C94;4;2;0;2
1978;C95;19;1;3;15
1978;C96;4;0;0;4
1978;C97;7;4;0;3
1978;C98;10;2;0;8
1978;C99;14;3;1;10
1978;D00;7;0;4;3
1978;D01;16;5;7;4
1978;D02;15;7;2;6
1978;D03;13;2;3;8
1978;D04;2;1;0;1
1978;D05;5;1;2;2
1978;D06;6;3;0;3
1978;D07;3;1;0;2
1978;D09;2;2;0;0
1978;D10;7;5;0;2
1978;D11;7;1;4;2
1978;D13;17;1;4;12
1978;D14;14;2;1;11
1978;D15;4;1;0;3
1978;D16;5;1;1;3
1978;D17;1;1;0;0
1978;D18;4;1;0;3
1978;D19;4;2;1;1
1978;D20;12;4;4;4
1978;D21;2;0;1;1
1978;D22;7;1;2;4
1978;D23;3;2;0;1
1978;D24;7;2;3;2
1978;D25;16;7;1;8
1978;D26;3;1;0;2
1978;D27;9;1;2;6
1978;D28;2;0;1;1
1978;D29;2;1;0;1
1978;D30;18;2;2;14
1978;D31;7;2;3;2
1978;D32;15;7;3;5
1978;D33;2;2;0;0
1978;D34;36;11;4;21
1978;D35;14;6;1;7
1978;D36;13;5;1;7
1978;D37;25;11;1;13
1978;D38;12;6;3;3
1978;D40;13;2;2;9
1978;D41;46;11;6;29
1978;D42;14;5;3;6
1978;D43;8;2;2;4
1978;D44;4;2;1;1
1978;D45;8;3;2;3
1978;D46;7;3;1;3
1978;D47;12;3;4;5
1978;D48;10;2;6;2
1978;D50;1;0;0;1
1978;D51;1;1;0;0
1978;D52;4;0;1;3
1978;D53;13;2;3;8
1978;D55;14;5;0;9
1978;D56;8;0;0;8
1978;D58;24;5;5;14
1978;D59;5;0;0;5
1978;D61;6;1;1;4
1978;D63;9;1;3;5
1978;D64;3;2;0;1
1978;D65;3;0;0;3
1978;D66;3;2;1;0
1978;D67;3;1;0;2
1978;D68;2;1;0;1
1978;D69;1;0;0;1
1978;D70;2;2;0;0
1978;D71;1;1;0;0
1978;D73;4;0;3;1
1978;D74;2;1;1;0
1978;D75;6;1;1;4
1978;D76;9;3;0;6
1978;D77;13;5;3;5
1978;D78;5;0;0;5
1978;D79;10;2;1;7
1978;D80;2;1;0;1
1978;D82;3;0;0;3
1978;D83;3;1;1;1
1978;D85;14;6;3;5
1978;D86;14;7;2;5
1978;D87;2;0;0;2
1978;D88;5;2;0;3
1978;D89;4;0;2;2
1978;D90;3;2;0;1
1978;D91;19;9;3;7
1978;D92;4;1;1;2
1978;D93;27;11;3;13
1978;D94;31;11;3;17
1978;D95;1;0;0;1
1978;D96;2;1;1;0
1978;D97;6;1;1;4
1978;D98;2;0;0;2
1978;D99;6;3;1;2
1978;E00;6;2;1;3
1978;E01;18;8;6;4
1978;E02;4;0;2;2
1978;E03;6;3;1;2
1978;E04;27;9;3;15
1978;E05;25;6;5;14
1978;E06;8;1;2;5
1978;E07;7;3;3;1
1978;E08;8;6;1;1
1978;E09;3;1;1;1
1978;E10;1;0;1;0
1978;E11;27;5;4;18
1978;E12;44;14;5;25
1978;E14;22;7;6;9
1978;E15;34;8;10;16
1978;E16;20;7;1;12
1978;E17;14;4;3;7
1978;E18;40;13;2;25
1978;E19;45;11;3;31
1978;E20;21;8;3;10
1978;E21;3;1;1;1
1978;E22;3;2;0;1
1978;E24;2;0;1;1
1978;E25;3;1;0;2
1978;E28;2;2;0;0
1978;E29;2;0;2;0
1978;E30;5;1;2;2
1978;E31;4;1;2;1
1978;E32;7;1;2;4
1978;E35;4;0;1;3
1978;E36;1;0;0;1
1978;E38;1;1;0;0
1978;E39;9;0;1;8
1978;E40;1;0;0;1
1978;E41;7;4;2;1
1978;E42;8;2;2;4
1978;E43;19;6;1;12
1978;E44;9;3;2;4
1978;E45;11;4;4;3
1978;E46;2;0;1;1
1978;E47;3;0;2;1
1978;E48;2;1;0;1
1978;E49;2;1;1;0
1978;E50;1;0;0;1
1978;E51;4;0;0;4
1978;E52;8;0;3;5
1978;E53;4;1;2;1
1978;E54;21;9;6;6
1978;E55;8;2;2;4
1978;E56;1;0;0;1
1978;E58;5;1;2;2
1978;E59;6;1;2;3
1978;E60;22;7;3;12
1978;E61;24;9;2;13
1978;E62;29;7;5;17
1978;E63;16;6;1;9
1978;E64;3;1;1;1
1978;E65;4;1;1;2
1978;E66;18;6;3;9
1978;E67;10;2;3;5
1978;E68;7;4;2;1
1978;E69;16;7;1;8
1978;E70;6;3;1;2
1978;E71;5;1;4;0
1978;E72;2;1;0;1
1978;E73;8;4;2;2
1978;E74;11;3;5;3
1978;E75;2;2;0;0
1978;E76;12;6;5;1
1978;E77;2;0;1;1
1978;E78;1;0;0;1
1978;E80;10;5;0;5
1978;E81;15;7;3;5
1978;E82;13;9;1;3
1978;E83;1;0;1;0
1978;E84;3;1;1;1
1978;E85;1;0;0;1
1978;E87;6;3;0;3
1978;E88;2;0;0;2
1978;E90;11;2;4;5
1978;E91;29;8;7;14
1978;E92;19;4;3;12
1978;E94;25;9;5;11
1978;E95;7;0;0;7
1978;E96;9;2;2;5
1978;E97;12;4;2;6
1978;E98;8;2;2;4
1978;E99;15;7;2;6
1979;A00;132;38;30;64
1979;A01;13;4;5;4
1979;A02;3;0;1;2
1979;A03;2;0;2;0
1979;A04;22;7;6;9
1979;A05;35;13;6;16
1979;A06;11;2;2;7
1979;A07;33;10;10;13
1979;A08;17;4;5;8
1979;A09;7;2;1;4
1979;A10;15;5;4;6
1979;A11;9;3;4;2
1979;A12;14;4;2;8
1979;A13;26;8;5;13
1979;A14;30;6;6;18
1979;A15;10;5;2;3
1979;A16;22;13;3;6
1979;A17;24;7;1;16
1979;A18;8;3;4;1
1979;A19;15;4;2;9
1979;A20;3;2;0;1
1979;A21;17;9;2;6
1979;A22;5;2;2;1
1979;A23;1;0;0;1
1979;A24;7;1;0;6
1979;A25;27;6;5;16
1979;A26;24;3;8;13
1979;A27;11;4;3;4
1979;A28;43;12;13;18
1979;A29;49;17;6;26
1979;A30;108;25;24;59
1979;A31;22;6;10;6
1979;A32;19;4;2;13
1979;A33;26;10;2;14
1979;A34;62;21;16;25
1979;A35;6;1;2;3
1979;A36;54;12;11;31
1979;A37;17;2;4;11
1979;A38;7;0;0;7
1979;A39;6;3;1;2
1979;A40;20;6;5;9
1979;A41;18;11;3;4
1979;A42;36;18;7;11
1979;A43;20;8;3;9
1979;A44;6;4;1;1
1979;A45;7;1;3;3
1979;A46;16;3;6;7
1979;A47;18;4;7;7
1979;A48;21;5;6;10
1979;A49;15;3;5;7
1979;A50;8;3;1;4
1979;A52;2;1;0;1
1979;A53;18;7;4;7
1979;A54;8;2;0;6
1979;A55;7;4;1;2
1979;A56;13;2;8;3
1979;A57;13;6;3;4
1979;A58;8;3;1;4
1979;A59;8;2;2;4
1979;A60;5;1;3;1
1979;A61;9;3;2;4
1979;A62;10;2;3;5
1979;A63;1;1;0;0
1979;A64;4;0;2;2
1979;A65;14;6;3;5
1979;A66;2;1;1;0
1979;A67;7;1;3;3
1979;A68;3;1;2;0
1979;A69;2;0;1;1
1979;A70;2;0;1;1
1979;A71;6;2;3;1
1979;A72;6;1;3;2
1979;A73;3;1;2;0
1979;A75;10;4;3;3
1979;A76;1;0;1;0
1979;A77;11;4;4;3
1979;A79;5;4;0;1
1979;A80;3;3;0;0
1979;A81;9;7;0;2
1979;A83;1;0;0;1
1979;A84;2;2;0;0
1979;A85;4;0;3;1
1979;A86;1;1;0;0
1979;A87;1;0;1;0
1979;A88;17;7;1;9
1979;A89;4;0;1;3
1979;A90;2;1;0;1
1979;A91;1;0;0;1
1979;A92;1;0;0;1
1979;A94;2;1;1;0
1979;A95;1;0;0;1
1979;A96;1;0;0;1
1979;A98;1;1;0;0
1979;A99;2;2;0;0
1979;B00;9;5;1;3
1979;B01;20;8;5;7
1979;B02;13;7;4;2
1979;B03;6;2;3;1
1979;B04;6;1;3;2
1979;B05;21;6;2;13
1979;B06;35;14;11;10
1979;B07;60;15;19;26
1979;B08;69;18;15;36
1979;B09;43;10;15;18
1979;B10;25;9;7;9
1979;B11;8;3;2;3
1979;B12;9;3;2;4
1979;B13;8;1;0;7
1979;B14;18;3;5;10
1979;B15;28;16;2;10
1979;B16;16;3;6;7
1979;B17;14;5;2;7
1979;B18;11;2;1;8
1979;B19;13;1;4;8
1979;B20;21;7;8;6
1979;B21;11;3;5;3
1979;B22;86;24;23;39
1979;B23;28;3;14;11
1979;B24;9;2;6;1
1979;B25;27;8;10;9
1979;B26;8;5;3;0
1979;B27;8;4;2;2
1979;B28;3;0;2;1
1979;B29;4;1;1;2
1979;B30;30;10;10;10
1979;B31;12;5;2;5
1979;B32;7;3;0;4
1979;B33;52;14;12;26
1979;B34;3;1;1;1
1979;B35;7;3;1;3
1979;B36;8;3;0;5
1979;B37;4;2;0;2
1979;B38;18;8;3;7
1979;B39;7;4;0;3
1979;B40;17;5;3;9
1979;B41;12;1;7;4
1979;B42;51;10;18;23
1979;B43;17;5;5;7
1979;B44;10;2;1;7
1979;B45;18;3;4;11
1979;B46;17;11;2;4
1979;B47;8;0;3;5
1979;B48;2;1;1;0
1979;B49;4;0;3;1
1979;B50;19;6;6;7
1979;B51;26;10;5;11
1979;B52;32;4;10;18
1979;B53;10;3;3;4
1979;B54;2;0;1;1
1979;B56;7;0;4;3
1979;B57;7;5;1;1
1979;B59;4;1;2;1
1979;B60;11;5;1;5
1979;B61;5;1;1;3
1979;B62;2;0;0;2
1979;B63;4;4;0;0
1979;B64;7;1;2;4
1979;B66;14;5;5;4
1979;B67;16;11;1;4
1979;B68;4;2;1;1
1979;B69;2;1;0;1
1979;B70;11;4;1;6
1979;B71;3;2;0;1
1979;B72;4;1;3;0
1979;B73;5;0;2;3
1979;B74;4;2;1;1
1979;B75;1;0;0;1
1979;B76;8;5;2;1
1979;B77;1;0;0;1
1979;B78;7;4;3;0
1979;B80;31;9;10;12
1979;B81;32;15;7;10
1979;B82;22;8;7;7
1979;B83;12;5;2;5
1979;B84;32;9;9;14
1979;B85;59;15;13;31
1979;B87;3;0;1;2
1979;B88;4;2;2;0
1979;B89;10;3;2;5
1979;B90;10;5;2;3
1979;B91;5;3;2;0
1979;B92;27;8;8;11
1979;B93;18;6;5;7
1979;B94;5;1;1;3
1979;B95;6;2;4;0
1979;B96;19;9;6;4
1979;B97;19;6;5;8
1979;B98;3;1;1;1
1979;B99;16;8;5;3
1979;C00;29;10;8;11
1979;C01;16;4;2;10
1979;C02;26;9;7;10
1979;C03;8;3;1;4
1979;C04;12;5;4;3
1979;C05;17;7;3;7
1979;C06;22;11;6;5
1979;C07;8;3;0;5
1979;C08;18;6;6;6
1979;C09;20;4;3;13
1979;C10;13;8;0;5
1979;C11;9;0;2;7
1979;C12;1;0;1;0
1979;C13;4;1;1;2
1979;C14;1;0;0;1
1979;C15;15;2;4;9
1979;C16;10;4;3;3
1979;C17;3;2;1;0
1979;C18;13;2;6;5
1979;C19;14;5;1;8
1979;C24;6;1;1;4
1979;C25;6;1;0;5
1979;C26;10;1;4;5
1979;C27;3;1;0;2
1979;C28;7;1;1;5
1979;C29;2;1;1;0
1979;C30;1;0;1;0
1979;C34;1;1;0;0
1979;C40;1;1;0;0
1979;C41;21;9;4;8
1979;C42;25;4;4;17
1979;C43;11;1;2;8
1979;C44;8;2;1;5
1979;C45;12;5;3;4
1979;C46;2;1;0;1
1979;C47;11;2;2;7
1979;C48;3;1;0;2
1979;C49;4;0;2;2
1979;C50;6;3;0;3
1979;C51;2;1;1;0
1979;C53;2;1;0;1
1979;C54;9;3;4;2
1979;C55;8;4;2;2
1979;C56;3;1;0;2
1979;C60;9;4;1;4
1979;C61;3;3;0;0
1979;C62;3;1;0;2
1979;C63;13;2;5;6
1979;C64;8;1;2;5
1979;C65;6;4;1;1
1979;C66;2;1;0;1
1979;C67;11;4;0;7
1979;C68;10;1;4;5
1979;C69;11;3;1;7
1979;C70;2;1;0;1
1979;C71;4;2;0;2
1979;C72;4;4;0;0
1979;C73;3;2;0;1
1979;C75;7;1;3;3
1979;C76;4;1;1;2
1979;C77;9;3;2;4
1979;C78;1;0;1;0
1979;C79;16;6;2;8
1979;C80;4;0;2;2
1979;C81;6;0;3;3
1979;C82;8;0;2;6
1979;C83;5;3;0;2
1979;C84;18;7;3;8
1979;C85;9;3;1;5
1979;C86;2;1;1;0
1979;C87;2;1;0;1
1979;C88;5;3;1;1
1979;C89;4;2;0;2
1979;C90;7;1;1;5
1979;C91;22;6;6;10
1979;C92;26;10;4;12
1979;C93;11;3;2;6
1979;C94;2;1;0;1
1979;C95;25;7;1;17
1979;C96;1;0;0;1
1979;C97;5;0;0;5
1979;C98;4;0;2;2
1979;C99;14;3;3;8
1979;D00;2;1;1;0
1979;D01;8;1;3;4
1979;D02;11;4;3;4
1979;D03;10;3;0;7
1979;D04;1;1;0;0
1979;D05;5;1;3;1
1979;D06;5;4;1;0
1979;D07;3;1;0;2
1979;D10;6;0;3;3
1979;D11;9;1;6;2
1979;D12;4;2;0;2
1979;D13;12;3;1;8
1979;D14;20;3;2;15
1979;D15;1;1;0;0
1979;D16;7;5;1;1
1979;D17;4;2;0;2
1979;D18;7;1;2;4
1979;D19;3;0;0;3
1979;D20;4;1;1;2
1979;D22;2;0;0;2
1979;D23;3;0;1;2
1979;D24;4;1;0;3
1979;D25;24;7;2;15
1979;D27;10;3;1;6
1979;D28;2;0;0;2
1979;D30;18;10;1;7
1979;D31;8;1;5;2
1979;D32;18;7;6;5
1979;D33;2;0;0;2
1979;D34;38;13;5;20
1979;D35;25;5;5;15
1979;D36;20;6;4;10
1979;D37;19;7;3;9
1979;D38;7;3;1;3
1979;D40;15;3;2;10
1979;D41;31;10;4;17
1979;D42;9;3;1;5
1979;D43;15;6;5;4
1979;D44;10;5;3;2
1979;D45;6;2;1;3
1979;D46;6;2;2;2
1979;D47;9;4;1;4
1979;D48;8;4;2;2
1979;D49;2;0;1;1
1979;D51;1;1;0;0
1979;D52;2;1;1;0
1979;D53;5;0;1;4
1979;D54;1;0;0;1
1979;D55;15;5;0;10
1979;D56;6;1;0;5
1979;D57;1;0;0;1
1979;D58;19;4;2;13
1979;D59;6;0;0;6
1979;D60;4;1;0;3
1979;D61;7;4;1;2
1979;D62;1;0;0;1
1979;D63;5;2;0;3
1979;D64;2;1;0;1
1979;D65;4;0;0;4
1979;D66;3;1;0;2
1979;D67;2;0;0;2
1979;D68;2;1;0;1
1979;D69;1;0;0;1
1979;D70;4;2;1;1
1979;D71;2;1;0;1
1979;D73;1;1;0;0
1979;D75;1;0;0;1
1979;D76;2;2;0;0
1979;D77;3;1;0;2
1979;D78;6;0;1;5
1979;D79;5;1;1;3
1979;D80;7;1;4;2
1979;D82;3;1;0;2
1979;D83;5;4;0;1
1979;D84;1;0;0;1
1979;D85;35;13;1;21
1979;D86;5;2;1;2
1979;D87;9;4;1;4
1979;D88;3;1;0;2
1979;D90;10;1;4;5
1979;D91;22;7;7;8
1979;D92;1;0;0;1
1979;D93;12;2;2;8
1979;D94;25;7;5;13
1979;D97;5;2;0;3
1979;D98;6;0;1;5
1979;D99;8;1;2;5
1979;E00;7;4;0;3
1979;E01;17;7;4;6
1979;E02;4;1;1;2
1979;E03;6;0;0;6
1979;E04;18;6;2;10
1979;E05;44;13;5;26
1979;E06;4;2;0;2
1979;E07;5;1;1;3
1979;E08;7;4;0;3
1979;E09;7;4;0;3
1979;E10;9;5;0;4
1979;E11;24;12;5;7
1979;E12;99;38;24;37
1979;E13;3;1;0;2
1979;E14;23;8;9;6
1979;E15;46;14;6;26
1979;E16;20;4;4;12
1979;E17;14;1;3;10
1979;E18;40;9;1;30
1979;E19;19;0;0;19
1979;E20;17;6;4;7
1979;E21;3;1;0;2
1979;E24;1;0;1;0
1979;E26;2;1;1;0
1979;E27;1;1;0;0
1979;E30;2;0;0;2
1979;E31;1;0;1;0
1979;E32;9;3;4;2
1979;E33;2;2;0;0
1979;E38;5;0;0;5
1979;E39;22;6;4;12
1979;E40;3;3;0;0
1979;E41;18;2;5;11
1979;E42;7;1;1;5
1979;E43;10;6;3;1
1979;E44;4;1;2;1
1979;E45;10;6;1;3
1979;E46;8;0;4;4
1979;E48;1;1;0;0
1979;E49;12;3;2;7
1979;E50;3;1;0;2
1979;E52;8;1;1;6
1979;E53;6;2;2;2
1979;E54;10;3;3;4
1979;E55;10;4;1;5
1979;E56;2;0;1;1
1979;E57;4;0;0;4
1979;E58;4;1;0;3
1979;E59;6;1;2;3
1979;E60;15;6;1;8
1979;E61;30;11;7;12
1979;E62;20;6;3;11
1979;E63;13;5;3;5
1979;E64;3;2;1;0
1979;E65;5;2;0;3
1979;E66;11;7;3;1
1979;E67;4;1;2;1
1979;E68;5;1;1;3
1979;E69;13;5;3;5
1979;E70;5;2;1;2
1979;E71;3;2;0;1
1979;E72;3;2;0;1
1979;E73;7;3;2;2
1979;E74;19;5;6;8
1979;E76;10;3;4;3
1979;E80;8;3;2;3
1979;E81;14;5;4;5
1979;E82;5;2;1;2
1979;E83;2;2;0;0
1979;E84;8;2;2;4
1979;E85;1;0;0;1
1979;E87;2;2;0;0
1979;E88;8;2;3;3
1979;E89;2;1;0;1
1979;E90;21;8;2;11
1979;E91;28;10;6;12
1979;E92;23;11;3;9
1979;E93;1;0;0;1
1979;E94;21;5;6;10
1979;E95;10;3;0;7
1979;E96;12;6;2;4
1979;E97;20;5;5;10
1979;E99;9;5;1;3
1980;A00;88;22;24;42
1980;A01;10;0;5;5
1980;A02;7;0;3;4
1980;A03;3;1;0;2
1980;A04;25;6;7;12
1980;A05;24;7;5;12
1980;A06;8;4;1;3
1980;A07;36;10;11;15
1980;A08;22;3;9;10
1980;A09;10;2;1;7
1980;A10;14;2;5;7
1980;A11;14;4;1;9
1980;A12;17;4;3;10
1980;A13;26;6;5;15
1980;A14;36;12;7;17
1980;A15;12;4;5;3
1980;A16;24;6;5;13
1980;A17;32;9;7;16
1980;A18;16;5;5;6
1980;A19;11;2;3;6
1980;A20;8;3;1;4
1980;A21;16;7;4;5
1980;A22;9;1;2;6
1980;A23;1;1;0;0
1980;A24;8;2;2;4
1980;A25;47;12;10;25
1980;A26;16;6;3;7
1980;A27;14;3;3;8
1980;A28;29;9;9;11
1980;A29;39;9;7;23
1980;A30;129;29;30;70
1980;A31;12;3;2;7
1980;A32;30;3;5;22
1980;A33;27;4;3;20
1980;A34;50;18;10;22
1980;A35;8;2;1;5
1980;A36;34;10;3;21
1980;A37;21;8;7;6
1980;A38;13;4;3;6
1980;A39;9;1;2;6
1980;A40;28;10;6;12
