Date;PlayerName;Elo
1971;Spassky, Boris V;2690
1971;Kortschnoj, Viktor;2670
1971;Larsen, Bent;2660
1971;Polugaevsky, Lev;2640
1971;Petrosian, Tigran V;2640
1971;Geller, Efim P;2630
1971;Portisch, Lajos;2630
1971;Stein, Leonid;2620
1971;Taimanov, Mark E;2620
1972;Fischer, Robert James;2785
1972;Kortschnoj, Viktor;2670
1972;Larsen, Bent;2660
1972;Spassky, Boris V;2660
1972;Polugaevsky, Lev;2645
1972;Petrosian, Tigran V;2645
1972;Portisch, Lajos;2640
1972;Karpov, Anatoly;2630
1972;Tal, Mihail;2625
1972;Smyslov, Vassily;2620
1973;Karpov, Anatoly;2660
1973;Tal, Mihail;2660
1973;Spassky, Boris V;2660
1973;Portisch, Lajos;2650
1973;Kortschnoj, Viktor;2650
1973;Petrosian, Tigran V;2645
1973;Polugaevsky, Lev;2645
1973;Stein, Leonid;2620
1973;Larsen, Bent;2620
1973;Smyslov, Vassily;2610
1974;Karpov, Anatoly;2700
1974;Kortschnoj, Viktor;2670
1974;Spassky, Boris V;2650
1974;Portisch, Lajos;2645
1974;Petrosian, Tigran V;2640
1974;Tal, Mihail;2635
1974;Nilsson, Rune;2630
1974;Larsen, Bent;2630
1974;Polugaevsky, Lev;2630
1974;Kavalek, Lubomir;2625
1975;Karpov, Anatoly;2705
1975;Taimanov, Mark E;2680
1975;Kortschnoj, Viktor;2665
1975;Tal, Mihail;2645
1975;Polugaevsky, Lev;2645
1975;Petrosian, Tigran V;2645
1975;Portisch, Lajos;2635
1975;Larsen, Bent;2625
1975;Spassky, Boris V;2625
1975;Ljubojevic, Ljubomir;2615
1976;Karpov, Anatoly;2695
1976;Kortschnoj, Viktor;2670
1976;Polugaevsky, Lev;2635
1976;Petrosian, Tigran V;2635
1976;Spassky, Boris V;2630
1976;Portisch, Lajos;2625
1976;Larsen, Bent;2625
1976;Ljubojevic, Ljubomir;2620
1976;Geller, Efim P;2620
1976;Mecking, Henrique;2620
1977;Karpov, Anatoly;2690
1977;Kortschnoj, Viktor;2665
1977;Petrosian, Tigran V;2645
1977;Mecking, Henrique;2635
1977;Spassky, Boris V;2630
1977;Portisch, Lajos;2625
1977;Hort, Vlastimil;2620
1977;Polugaevsky, Lev;2620
1977;Tal, Mihail;2620
1977;Giorgadze, Tamaz;2620
1978;Karpov, Anatoly;2725
1978;Kortschnoj, Viktor;2665
1978;Spassky, Boris V;2630
1978;Portisch, Lajos;2630
1978;Mecking, Henrique;2630
1978;Miles, Anthony J;2630
1978;Tal, Mihail;2625
1978;Larsen, Bent;2620
1978;Hort, Vlastimil;2620
1978;Polugaevsky, Lev;2620
1979;Karpov, Anatoly;2705
1979;Kortschnoj, Viktor;2695
1979;Portisch, Lajos;2640
1979;Smyslov, Vassily;2640
1979;Spassky, Boris V;2640
1979;Polugaevsky, Lev;2625
1979;Timman, Jan H;2625
1979;Larsen, Bent;2620
1979;Mecking, Henrique;2615
1979;Tal, Mihail;2615
1980;Karpov, Anatoly;2725
1980;Tal, Mihail;2705
1980;Kortschnoj, Viktor;2695
1980;Portisch, Lajos;2655
1980;Huebner, Robert;2635
1980;Spassky, Boris V;2635
1980;Polugaevsky, Lev;2635
1980;Petrosian, Tigran V;2615
1980;Ribli, Zoltan;2610
1980;Gheorghiu, Florin;2605
1981;Karpov, Anatoly;2700
1981;Kortschnoj, Viktor;2695
1981;Danner, Georg;2690
1981;Short, Nigel D;2675
1981;Gheorghiu, Florin;2653
1981;Christiansen, Larry Mark;2650
1981;Portisch, Lajos;2650
1981;Huebner, Robert;2640
1981;Spassky, Boris V;2635
1981;Kasparov, Garry;2630
1982;Karpov, Anatoly;2725
1982;Tal, Mihail;2705
1982;Kasparov, Garry;2675
1982;Kortschnoj, Viktor;2665
1982;Timman, Jan H;2655
1982;Ljubojevic, Ljubomir;2645
1982;Andersson, Ulf;2635
1982;Huebner, Robert;2630
1982;Portisch, Lajos;2630
1982;Polugaevsky, Lev;2625
1983;Karpov, Anatoly;2710
1983;Kasparov, Garry;2690
1983;Kortschnoj, Viktor;2670
1983;Christiansen, Larry Mark;2650
1983;Ljubojevic, Ljubomir;2645
1983;Andersson, Ulf;2640
1983;De Firmian, Nick E;2625
1983;Huebner, Robert;2625
1983;Polugaevsky, Lev;2625
1983;Tal, Mihail;2620
1984;Kasparov, Garry;2715
1984;Karpov, Anatoly;2705
1984;Jovicic, Milos;2690
1984;Timman, Jan H;2650
1984;Portisch, Lajos;2640
1984;Kortschnoj, Viktor;2635
1984;Ljubojevic, Ljubomir;2635
1984;Vaganian, Rafael A;2630
1984;Andersson, Ulf;2630
1984;Polugaevsky, Lev;2625
1985;Karpov, Anatoly;2720
1985;Kasparov, Garry;2715
1985;Timman, Jan H;2650
1985;Vaganian, Rafael A;2640
1985;Beliavsky, Alexander G;2640
1985;Kortschnoj, Viktor;2635
1985;Portisch, Lajos;2635
1985;Huebner, Robert;2625
1985;Polugaevsky, Lev;2625
1985;Nunn, John DM;2615
1986;Kasparov, Garry;2740
1986;Karpov, Anatoly;2725
1986;Jussupow, Artur;2660
1986;Kortschnoj, Viktor;2650
1986;Vaganian, Rafael A;2645
1986;Timman, Jan H;2645
1986;Portisch, Lajos;2630
1986;Beliavsky, Alexander G;2625
1986;Huebner, Robert;2625
1986;Short, Nigel D;2620
1987;Kasparov, Garry;2740
1987;Karpov, Anatoly;2710
1987;Epishin, Vladimir;2675
1987;Ivanchuk, Vassily;2660
1987;Jussupow, Artur;2645
1987;Sokolov, Andrei;2645
1987;Kortschnoj, Viktor;2630
1987;Beliavsky, Alexander G;2630
1987;Timman, Jan H;2630
1987;Short, Nigel D;2630
1988;Kasparov, Garry;2760
1988;Karpov, Anatoly;2750
1988;Timman, Jan H;2675
1988;Short, Nigel D;2665
1988;Kortschnoj, Viktor;2665
1988;Beliavsky, Alexander G;2665
1988;Speelman, Jonathan S;2645
1988;Dlugy, Maxim;2644
1988;Portisch, Lajos;2635
1988;Tal, Mihail;2630
1989;Kasparov, Garry;2775
1989;Karpov, Anatoly;2755
1989;Ivanov, Alexander;2678
1989;Short, Nigel D;2660
1989;Scarwell, S;2660
1989;Ivanchuk, Vassily;2660
1989;Kortschnoj, Viktor;2655
1989;Salov, Valery;2645
1989;Beliavsky, Alexander G;2640
1989;Speelman, Jonathan S;2640
1990;Kasparov, Garry;2800
1990;Karpov, Anatoly;2730
1990;Ivanchuk, Vassily;2680
1990;Gelfand, Boris;2680
1990;Timman, Jan H;2680
1990;Ivanov, Alexander;2678
1990;Ehlvest, Jaan;2655
1990;Salov, Valery;2655
1990;Kamsky, Gata;2650
1990;Gurevich, Mikhail;2645
1991;Kasparov, Garry;2800
1991;Ivanchuk, Vassily;2735
1991;Karpov, Anatoly;2730
1991;Gelfand, Boris;2700
1991;Bareev, Evgeny;2680
1991;Salov, Valery;2665
1991;Short, Nigel D;2660
1991;Shirov, Alexei;2655
1991;Beliavsky, Alexander G;2655
1991;Jussupow, Artur;2655
1992;Kasparov, Garry;2790
1992;Fischer, Robert James;2785
1992;Karpov, Anatoly;2785
1992;Ivanchuk, Vassily;2720
1992;Shirov, Alexei;2710
1992;Topalov, Veselin;2700
1992;Anand, Viswanathan;2690
1992;Kramnik, Vladimir;2685
1992;Gelfand, Boris;2685
1992;Short, Nigel D;2685
1993;Kasparov, Garry;2815
1993;Karpov, Anatoly;2760
1993;Anand, Viswanathan;2725
1993;Hrusovsky, Jan;2725
1993;Shirov, Alexei;2715
1993;Ivanchuk, Vassily;2710
1993;Kramnik, Vladimir;2710
1993;Benjamin, Joel;2703
1993;Gelfand, Boris;2690
1993;Ivanov, Alexander;2687
1994;Kasparov, Garry;2815
1994;Karpov, Anatoly;2780
1994;Shirov, Alexei;2740
1994;Kramnik, Vladimir;2725
1994;Anand, Viswanathan;2720
1994;Salov, Valery;2710
1994;Ivanchuk, Vassily;2710
1994;Attal, Maxence;2700
1994;Kamsky, Gata;2695
1994;Gelfand, Boris;2685
1995;Kasparov, Garry;2805
1995;Karpov, Anatoly;2780
1995;Kramnik, Vladimir;2775
1995;Ivanchuk, Vassily;2740
1995;Kamsky, Gata;2735
1995;Gelfand, Boris;2730
1995;Anand, Viswanathan;2725
1995;Shirov, Alexei;2715
1995;Salov, Valery;2715
1995;Jussupow, Artur;2680
1996;Kasparov, Garry;2795
1996;Karpov, Anatoly;2775
1996;Kramnik, Vladimir;2775
1996;Topalov, Veselin;2750
1996;Anand, Viswanathan;2750
1996;Kamsky, Gata;2745
1996;Ivanchuk, Vassily;2735
1996;Roeder, Mathias;2725
1996;Carmes, Mickael;2700
1996;Gelfand, Boris;2700
1997;Kasparov, Garry;2820
1997;Kramnik, Vladimir;2770
1997;Anand, Viswanathan;2765
1997;Karpov, Anatoly;2760
1997;Topalov, Veselin;2745
1997;Ivanchuk, Vassily;2740
1997;Beliavsky, Alexander G;2710
1997;Gelfand, Boris;2700
1997;Shirov, Alexei;2700
1997;Yermolinsky, Alex;2695
1998;Kasparov, Garry;2825
1998;Anand, Viswanathan;2795
1998;Kramnik, Vladimir;2790
1998;Karpov, Anatoly;2745
1998;Topalov, Veselin;2740
1998;Ivanchuk, Vassily;2740
1998;Meijler, Pieter;2730
1998;Morozevich, Alexander;2723
1998;Shirov, Alexei;2720
1998;Adams, Michael;2716
1999;Kasparov, Garry;2851
1999;Anand, Viswanathan;2795
1999;Kramnik, Vladimir;2760
1999;Morozevich, Alexander;2758
1999;Shirov, Alexei;2751
1999;Babula, Vlastimil;2730
1999;Akopian, Vladimir;2724
1999;Kamsky, Gata;2720
1999;Adams, Michael;2716
1999;Ivanchuk, Vassily;2714
2000;Kasparov, Garry;2851
2000;Anand, Viswanathan;2771
2000;Kramnik, Vladimir;2770
2000;Morozevich, Alexander;2756
2000;Adams, Michael;2755
2000;Shirov, Alexei;2751
2000;Leko, Peter;2743
2000;Seteban, G;2725
2000;Ivanchuk, Vassily;2719
2000;Bareev, Evgeny;2709
2001;Kasparov, Garry;2849
2001;Kramnik, Vladimir;2802
2001;Anand, Viswanathan;2794
2001;Adams, Michael;2750
2001;Leko, Peter;2750
2001;Morozevich, Alexander;2749
2001;Topalov, Veselin;2733
2001;Ivanchuk, Vassily;2731
2001;Ponomariov, Ruslan;2727
2001;Shirov, Alexei;2723
2002;Kasparov, Garry;2838
2002;Kramnik, Vladimir;2809
2002;Anand, Viswanathan;2757
2002;Adams, Michael;2752
2002;Topalov, Veselin;2745
2002;Leko, Peter;2743
2002;Ponomariov, Ruslan;2743
2002;Morozevich, Alexander;2742
2002;Bareev, Evgeny;2737
2002;Novikov, Igor A;2719
2003;Kasparov, Garry;2847
2003;Kramnik, Vladimir;2807
2003;Anand, Viswanathan;2774
2003;Leko, Peter;2746
2003;Topalov, Veselin;2743
2003;Bareev, Evgeny;2739
2003;Shirov, Alexei;2737
2003;Ponomariov, Ruslan;2734
2003;Adams, Michael;2734
2003;Grischuk, Alexander;2732
2004;Kasparov, Garry;2831
2004;Anand, Viswanathan;2782
2004;Kramnik, Vladimir;2777
2004;Morozevich, Alexander;2758
2004;Topalov, Veselin;2757
2004;Svidler, Peter;2747
2004;Leko, Peter;2741
2004;Adams, Michael;2740
2004;Shirov, Alexei;2736
2004;Polgar, Judit;2728
2005;Kasparov, Garry;2804
2005;Azarov, Sergei;2793
2005;Anand, Viswanathan;2792
2005;Topalov, Veselin;2788
2005;Leko, Peter;2763
2005;Kramnik, Vladimir;2754
2005;Ivanchuk, Vassily;2752
2005;Morozevich, Alexander;2741
2005;Adams, Michael;2741
2005;Svidler, Peter;2740
2006;Topalov, Veselin;2813
2006;Kasparov, Garry;2812
2006;Anand, Viswanathan;2803
2006;Svidler, Peter;2765
2006;Naiditsch, Arkadij;2765
2006;Aronian, Levon;2762
2006;Ivanchuk, Vassily;2748
2006;Morozevich, Alexander;2747
2006;Morozevich, Alexander;2747
2006;Kramnik, Vladimir;2743
2007;Anand, Viswanathan;2786
2007;Topalov, Veselin;2783
2007;Kramnik, Vladimir;2772
2007;Ivanchuk, Vassily;2762
2007;Morozevich, Alexander;2762
2007;Aronian, Levon;2759
2007;Mamedyarov, Shakhriyar;2757
2007;Leko, Peter;2749
2007;Radjabov, Teimour;2747
2007;Svidler, Peter;2736
